species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Aspergillus heteromorphus,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,6549,6943,6746.0,6943,23.312400055711816,23.995391041336596,GCF_003184545.1,Asphet1,48.0,657941,refseq,hongo,4076,3335
Neurospora crassa,2,1,1,1,TC1MARINER,TIR,CLASSII,1874,1874,1874.0,1874,33.991462113127,33.991462113127,GCF_000182925.2,NC12,48.5,656009,refseq,hongo,14674,12006
Metschnikowia reukaufii,2,2,2,2,"GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",2971,6061,4516.0,6061,47.033711068625706,52.53258538195017,GCA_003401635.1,MR1_a14_ref,42.0,3323814,refseq,hongo,6089,4982
Verticillium alfalfae,2,1,1,1,COPIA,LTR,CLASSI,5527,5873,5700.0,5873,53.543143821219616,53.808576081056636,GCF_000150825.1,ASM15082v1,56.0,14865,refseq,hongo,4824,3947
Phlebotomus papatasi,2,1,1,1,LINE,LINE,CLASSI,2912,3689,3300.5,3689,46.41651635840441,47.70940634318244,GCF_024763615.1,Ppap_2.1,34.0,926603,refseq,animal,8332,6817
Leptidea sinapis,2,2,2,2,"CR1,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1357,3366,2361.5,3366,48.89609826646543,53.20855614973262,GCF_905404315.1,ilLepSina1.1,35.5,14011732,refseq,animal,11645,9527
Forficula scudderi,2,1,1,1,R1,LINE,CLASSI,3185,3630,3407.5,3630,45.03801393411783,46.687598116169546,N/A,N/A,,,failed,animal,8070,6603
Pleurobrachia bachei,2,1,1,1,TC1MARINER,TIR,CLASSII,2110,2302,2206.0,2302,45.42870201473271,45.59241706161137,GCA_046161365.1,ASM4616136v1,43.0,2465,refseq,animal,12466,10199
Priapulus caudatus,2,2,2,2,"ACADEM-1,LINE","LINE,TIR","CLASSI,CLASSII",2462,9607,6034.5,9607,44.84173806382887,49.837530463038185,GCF_000485595.1,Priapulus_caudatus-5.0.1,45.5,10617,refseq,animal,4557,3728
Ruditapes decussatus,2,1,1,1,TRNA,SINE,CLASSI,203,273,238.0,273,48.673740053050395,50.54945054945055,N/A,N/A,,,failed,animal,115546,94537
Drosophila santomea,2,1,1,1,RTE,LINE,CLASSI,2456,3174,2815.0,3174,49.09381805344319,49.65343415248897,GCF_016746245.2,Prin_Dsan_1.1,42.5,10765947,refseq,animal,9769,7992
Parelaphostrongylus tenuis,2,1,1,1,BELPAO,LTR,CLASSI,7004,7674,7339.0,7674,46.015719153446994,47.928068803752936,GCA_019055375.1,ASM1905537v1,40.0,155731,refseq,animal,3747,3065
Chromis chromis,2,1,1,1,TC1MARINER,TIR,CLASSII,1015,1558,1286.5,1558,45.04198890835162,46.502463054187196,GCA_900302755.1,ASM90030275v1,40.5,8509,refseq,animal,21375,17489
Lepidosiren paradoxa,2,2,2,1,"CR1,TRNA","LINE,SINE",CLASSI,315,1373,844.0,1373,45.927467369564965,47.93650793650794,GCA_040581445.1,ASM4058144v1,40.5,11627988,refseq,animal,32582,26658
Synergus japonicus,2,1,1,1,LTR,LTR,CLASSI,323,1039,681.0,1039,51.81467653167341,53.86996904024768,GCA_900474275.1,Synjap,33.0,55627,refseq,animal,40381,33039
Panopea generosa,2,1,1,1,KOLOBOK,TIR,CLASSII,4256,4965,4610.5,4965,36.242555974528464,38.22759315206445,GCA_029582155.1,ASM2958215v1,34.5,1571249,refseq,animal,5964,4880
Octopus bimaculoides,2,1,1,1,PLE,PLE,CLASSI,2506,4017,3261.5,4017,37.829468176053844,46.209098164405425,GCF_001194135.2,ASM119413v2,36.0,5523,refseq,animal,8431,6898
Colletotrichum truncatum,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5667,8810,7238.5,8810,28.82311456473716,33.968590082936295,GCF_014235925.2,CTRU02v2,49.5,4568912,refseq,hongo,3799,3108
Talaromyces purpureogenus,2,2,2,2,"COPIA,PIGGYBAC","LTR,TIR","CLASSI,CLASSII",2311,6025,4168.0,6025,45.29777305364385,46.80497925311203,GCA_048569275.1,ASM4856927v1,44.5,4121854,refseq,hongo,6597,5398
Mustelus manazo,2,1,1,1,TRNA,SINE,CLASSI,342,366,354.0,366,53.441664269964534,54.97076023391813,N/A,N/A,,,failed,animal,77683,63559
Synergus umbraculus,2,1,1,1,LTR,LTR,CLASSI,1041,1263,1152.0,1263,51.04458302244553,51.46476642913698,GCA_900474325.1,Sumb,33.5,42371,refseq,animal,23871,19531
Hylaea fasciaria,2,1,1,1,TRNA,SINE,CLASSI,211,311,261.0,311,47.499276146355584,48.55305466237942,GCA_905147375.1,ilHylFasc1.1,38.5,11053481,refseq,animal,105363,86206
Chlamydotis macqueenii,2,1,1,1,LINE,LINE,CLASSI,952,1827,1389.5,1827,45.40048778131943,50.73529411764706,GCF_000695195.1,ASM69519v1,41.0,21641,refseq,animal,19791,16192
Trichoderma citrinoviride,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,5042,7575,6308.5,7575,21.108903036277447,24.990083300277668,GCF_003025115.1,Trici v4.0,52.5,240081,refseq,hongo,4359,3566
Kluyveromyces lactis,2,1,1,1,COPIA,LTR,CLASSI,5420,5420,5420.0,5420,41.43911439114391,41.43911439114391,GCF_000002515.2,ASM251v1,39.0,1753957,refseq,hongo,5073,4151
Cotesia vestalis,2,1,1,1,HAT,TIR,CLASSII,355,4737,2546.0,4737,34.0232571277358,37.183098591549296,GCA_000956155.1,ASM95615v1,30.5,46055,refseq,animal,10801,8837
Reticulitermes lucifugus,2,2,2,1,"LINE,TRNA","LINE,SINE",CLASSI,254,5021,2637.5,5021,53.88596242239288,60.629921259842526,GCA_026260175.1,UNIBO_RLUCI_2021,39.5,8536,refseq,animal,10426,8530
Hedya salicella,2,1,1,1,KOLOBOK,TIR,CLASSII,4708,6447,5577.5,6447,35.07856492498338,35.36528617961843,GCA_905404275.2,ilHedSali1.2,37.5,25550971,refseq,animal,4930,4034
Clitarchus hookeri,2,1,1,1,TC1MARINER,TIR,CLASSII,1221,1544,1382.5,1544,45.58206345771113,49.713349713349714,GCA_040182645.1,ASM4018264v1,39.0,4712783,refseq,animal,19891,16274
Tuta absoluta,2,1,1,1,TC1MARINER,TIR,CLASSII,2000,2114,2057.0,2114,37.53079470198676,39.300000000000004,GCA_027580185.1,ASM2758018v1,38.5,13357209,refseq,animal,13368,10938
Mesechinus dauuricus,2,1,1,1,TRNA,SINE,CLASSI,158,220,189.0,220,43.84062140391255,45.909090909090914,N/A,N/A,,,failed,animal,145502,119047
Buceros rhinoceros,2,2,2,2,"RTE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",561,3997,2279.0,3997,49.45821665714526,50.78809106830122,GCF_000710305.1,ASM71030v1,42.5,14587,refseq,animal,12066,9872
Lutraria rhynchaena,2,1,1,1,KOLOBOK,TIR,CLASSII,7265,7778,7521.5,7778,34.145404025719216,34.8290048855747,GCA_008271625.1,LuRhyn_1.0,33.5,2143760,refseq,animal,3656,2991
Lachancea kluyveri,2,1,1,1,COPIA,LTR,CLASSI,5894,5894,5894.0,5894,39.311163895486935,39.311163895486935,GCA_000149225.2,ASM14922v2,41.5,1252455,refseq,hongo,4665,3817
Schizopora paradoxa,2,1,1,1,ACADEM-1,TIR,CLASSII,3707,6191,4949.0,6191,48.179395092042775,49.25816023738873,GCA_001020605.1,Schpa1,49.5,112196,refseq,hongo,5556,4546
Trichomalopsis sarcophagae,2,1,1,1,LTR,LTR,CLASSI,705,761,733.0,761,56.45529864586537,57.58865248226951,GCA_024372645.1,Ts_genome_v4,41.5,37068,refseq,animal,37517,30695
Nipponia nippon,2,1,1,1,LINE,LINE,CLASSI,4039,4701,4370.0,4701,44.756332101091154,44.8625897499381,GCF_000708225.1,ASM70822v1,42.0,29116,refseq,animal,6292,5148
Girardia tigrina,2,2,2,2,"LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1287,4814,3050.5,4814,39.41569670693061,39.59285417532198,GCA_001938485.1,gtig.1,29.5,5133,refseq,animal,9014,7375
Antirrhinum majus,2,2,1,1,"HAT,TIR",TIR,CLASSII,982,3629,2305.5,3629,35.838114442438396,38.275006888950124,N/A,N/A,,,failed,planta,11927,9759
Datura stramonium,2,1,1,1,TRNA,SINE,CLASSI,129,191,160.0,191,52.282966029465484,53.403141361256544,GCA_018107945.1,UCR_Dstr_1.4,38.5,13106,refseq,planta,171875,140625
Triticum dicoccoides,2,2,1,1,"MULE,TIR",TIR,CLASSII,307,8321,4314.0,8321,48.25610959594793,52.44299674267101,GCF_002162155.2,WEW_v2.1,46.0,57368,refseq,planta,6374,5215
Micromonas commoda,2,1,1,1,KOLOBOK,TIR,CLASSII,3917,3961,3939.0,3961,55.41819309624468,59.61194791932601,GCF_000090985.2,ASM9098v2,64.0,1394110,refseq,planta,6981,5712
Bombylius major,2,2,1,1,"ACADEM-1,TIR",TIR,CLASSII,4333,4457,4395.0,4457,34.72142530147164,35.51716401166704,GCA_932526495.1,idBomMajo1.1,26.0,18803170,refseq,animal,6257,5119
Cucumis melo,2,2,1,1,"GYPSY,LTR",LTR,CLASSI,903,10132,5517.5,10132,45.58069911279636,46.2001579155152,GCF_025177605.1,USDA_Cmelo_AY_1.0,36.0,10465369,refseq,planta,4984,4077
Chloropicon primus,2,1,1,1,TIR,TIR,CLASSII,2654,3540,3097.0,3540,56.02742263037564,56.440677966101696,GCA_023205875.1,ASM2320587v1,57.5,1118318,refseq,planta,8879,7265
Citrus trifoliata,2,1,1,1,MULE,TIR,CLASSII,4581,4581,4581.0,4581,32.56930801135123,32.56930801135123,GCA_018350135.1,ASM1835013v1,34.0,1174493,refseq,planta,6003,4911
Picea glauca,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,2232,2621,2426.5,2621,44.16929398475779,48.16308243727598,GCA_000966675.3,WS77111_v2,38.0,9736,refseq,planta,11333,9272
Oryza rufipogon,2,1,1,1,MULE,TIR,CLASSII,157,5086,2621.5,5086,40.30966735211684,43.03971686983877,GCA_037997075.1,ASM3799707v1,44.0,33852118,refseq,planta,10490,8582
Morbakka virulenta,2,1,1,1,PLE,PLE,CLASSI,3606,3647,3626.5,3647,38.13685064088263,38.29728230726567,GCA_003991215.1,MVIv1,35.5,30845,refseq,animal,7583,6204
Haliotis rufescens,2,1,1,1,KOLOBOK,TIR,CLASSII,4465,4514,4489.5,4514,41.394861624975626,43.752769162605226,GCF_023055435.1,xgHalRufe1.0.p,41.0,8868657,refseq,animal,6125,5011
Diceros bicornis,2,1,1,1,ERV,LTR,CLASSI,5638,7424,6531.0,7424,52.54907050066666,53.050727208229866,GCF_020826845.1,mDicBic1.mat.cur,41.5,28468213,refseq,animal,4210,3445
Sinocyclocheilus rhinocerous,2,1,1,1,TC1MARINER,TIR,CLASSII,1224,1538,1381.0,1538,44.732410736292785,46.48692810457516,GCF_001515625.1,SAMN03320098_v1.1,37.0,18758,refseq,animal,19913,16292
Neomicropteryx cornuta,2,1,1,1,KOLOBOK,TIR,CLASSII,2364,6176,4270.0,6176,33.45970264239938,34.940778341793575,GCA_020383195.1,ASM2038319v1,33.5,16921359,refseq,animal,6440,5269
Rhinella marina,2,1,1,1,TC1MARINER,TIR,CLASSII,1225,1563,1394.0,1563,45.67140637444997,47.83673469387755,GCA_900303285.2,aRhiMar1.3,44.0,860710,refseq,animal,19727,16140
Drosophila paraguayensis,2,1,1,1,TC1MARINER,TIR,CLASSII,422,447,434.5,447,51.42471664705196,51.90156599552572,N/A,N/A,,,failed,animal,63291,51783
Panagrellus redivivus,2,2,2,1,"DIRS,LINE","DIRS,LINE",CLASSI,3458,5514,4486.0,5514,53.29673476400468,53.383458646616546,GCA_000341325.1,Pred3,44.0,19707,refseq,animal,6130,5015
Squalius cephalus,2,1,1,1,LTR,LTR,CLASSI,188,193,190.5,193,59.06184544151692,59.57446808510638,GCA_022829025.1,ASM2282902v1,38.5,15051122,refseq,animal,144356,118110
Drosophila arawakana,2,1,1,1,TC1MARINER,TIR,CLASSII,430,500,465.0,500,53.79302325581396,54.18604651162791,GCA_018151165.1,ASM1815116v1,38.0,4863239,refseq,animal,59139,48387
Heterodontus japonicus,2,2,2,1,"CR1,TRNA","LINE,SINE",CLASSI,364,856,610.0,856,50.0,50.0,N/A,N/A,,,failed,animal,45081,36885
Leymus racemosus,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,492,512,502.0,512,44.23669334349593,44.918699186991866,N/A,N/A,,,failed,planta,54780,44820
Ananas comosus,2,2,2,1,"GYPSY,TRNA","LTR,SINE",CLASSI,160,2614,1387.0,2614,44.96174445294568,49.923488905891354,GCF_001540865.1,ASM154086v1,38.5,114399,refseq,planta,19826,16222
Trifolium pallescens,2,1,1,1,GYPSY,LTR,CLASSI,2155,2156,2155.5,2156,42.310360339031206,42.3469387755102,N/A,N/A,,,failed,planta,12758,10438
Oryza longistaminata,2,2,2,2,"COPIA,MULE","LTR,TIR","CLASSI,CLASSII",4866,5136,5001.0,5136,44.8675556311004,44.996105919003114,GCA_009805545.1,ASM980554v1,42.0,45317,refseq,planta,5498,4499
Chironomus pallidivittatus,2,1,1,1,SINE,SINE,CLASSI,284,321,302.5,321,38.5590803387302,40.49844236760124,N/A,N/A,,,failed,animal,90909,74380
Haliaeetus albicilla,2,1,1,1,LINE,LINE,CLASSI,4432,5052,4742.0,5052,42.35927401951116,43.26999208234363,GCF_947461875.1,bHalAlb1.1,43.0,4576000,refseq,animal,5799,4744
Malacocephalus occidentalis,2,1,1,1,TC1MARINER,TIR,CLASSII,1224,1515,1369.5,1515,46.686646605837055,47.630718954248366,GCA_900312585.1,ASM90031258v1,46.5,3697,refseq,animal,20080,16429
Petunia axillaris,2,2,2,1,"COPIA,TRNA","LTR,SINE",CLASSI,127,4590,2358.5,4590,48.50059183778498,51.96850393700787,GCA_029990575.1,ASM2999057v1,38.5,148221996,refseq,planta,11659,9539
Gracilariopsis chorda,2,1,1,1,PIGGYBAC,TIR,CLASSII,3194,3708,3451.0,3708,47.56535987446797,50.29665587918015,GCA_003194525.1,GraCho1.0,49.5,220274,refseq,otro,7968,6519
Meleagris gallopavo,2,2,2,2,"ERV,TC1MARINER","LTR,TIR","CLASSI,CLASSII",296,1328,812.0,1328,49.335517746662326,53.71621621621622,GCF_000146605.3,Turkey_5.1,41.5,27076,refseq,animal,33866,27709
Perca fluviatilis,2,1,1,1,TC1MARINER,TIR,CLASSII,1226,1484,1355.0,1484,43.302403450838305,45.43230016313214,GCF_010015445.1,GENO_Pfluv_1.0,41.0,4197643,refseq,animal,20295,16605
Apostichopus japonicus,2,1,1,1,PLE,PLE,CLASSI,2242,2601,2421.5,2601,47.55273224015603,47.558631295655516,GCF_037975245.1,ASM3797524v1,37.5,15848779,refseq,animal,11356,9291
Drosophila falleni,2,2,1,1,"LINE,R1",LINE,CLASSI,548,619,583.5,619,45.270361897574375,47.65751211631664,GCA_035045575.1,ASM3504557v1,36.5,8746158,refseq,animal,47129,38560
Perna viridis,2,1,1,1,KOLOBOK,TIR,CLASSII,4307,4530,4418.5,4530,33.398643616762286,34.54746136865342,GCA_037379345.1,ASM3737934v1,33.0,10239545,refseq,animal,6223,5092
Zea diploperennis,2,1,1,1,GYPSY,LTR,CLASSI,1596,13775,7685.5,13775,49.54895860340507,51.85480943738657,N/A,N/A,,,failed,planta,3578,2927
Vicia melanops,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,228,757,492.5,757,40.34711117291247,42.53632760898283,N/A,N/A,,,failed,planta,55837,45685
Ipomoea purpurea,2,2,2,2,"GYPSY,HAT","LTR,TIR","CLASSI,CLASSII",3873,11457,7665.0,11457,45.07503792681314,55.88723051409619,GCA_009835305.1,UM_IpPur_1.0,38.0,12551,refseq,planta,3587,2935
Tetradesmus obliquus,2,1,1,1,PLE,PLE,CLASSI,4217,6124,5170.5,6124,47.09597610183161,50.179621162638796,GCA_030272155.1,ASM3027215v1,56.5,6124559,refseq,planta,5318,4351
Diospyros kaki,2,1,1,1,COPIA,LTR,CLASSI,243,243,243.0,243,38.06584362139918,38.68312757201646,GCA_036245055.1,ASM3624505v1,36.5,44734305,refseq,planta,113168,92592
Medicago sativa,2,2,1,1,"COPIA,GYPSY",LTR,CLASSI,1311,7643,4477.0,7643,37.468668827750335,37.90999237223494,GCA_051527215.1,Bolivia_mono,34.0,101581825,refseq,planta,6142,5025
Poeciliopsis turrubarensis,2,1,1,1,GYPSY,LTR,CLASSI,4798,6759,5778.5,6759,43.76335235109613,43.85160483534806,GCA_010277015.1,ASM1027701v1,39.5,101021,refseq,animal,4759,3893
Wuchereria bancrofti,2,1,1,1,RTE,LINE,CLASSI,3997,3997,3997.0,3997,17.363022266700025,17.363022266700025,GCA_005281725.1,ASM528172v1,29.0,249886,refseq,animal,6880,5629
Nasonia giraulti,2,2,2,1,"GYPSY,LINE","LINE,LTR",CLASSI,3646,12364,8005.0,12364,51.61192058127812,51.865057597366985,GCA_016647725.1,ASM1664772v1,41.5,34917,refseq,animal,3435,2810
Drosophila paramediostriata,2,1,1,1,TC1MARINER,TIR,CLASSII,489,490,489.5,490,51.78832269103961,52.556237218813905,N/A,N/A,,,failed,animal,56179,45965
Zimmerius chrysops,2,2,2,1,"RTE,TRNA","LINE,SINE",CLASSI,217,3992,2104.5,3992,43.35854889502507,56.68202764976959,N/A,N/A,,,failed,animal,13067,10691
Hyriopsis cumingii,2,1,1,1,TRNA,SINE,CLASSI,250,319,284.5,319,52.07836990595611,54.0,GCA_028554795.2,ASM2855479v2,36.5,5295426,refseq,animal,96660,79086
Calycopis cecrops,2,2,2,2,"CR1,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1343,3386,2364.5,3386,47.30994515984746,51.35853514471352,GCA_001625245.1,3306_assembly_v2,37.0,11646,refseq,animal,11630,9515
Cotesia congregata,2,1,1,1,HAT,TIR,CLASSII,354,3643,1998.5,3643,32.31136720682495,34.18079096045198,GCA_905319865.3,Cotesia_congregata_Chromosomal_scale_assembly,30.0,52137,refseq,animal,13760,11258
Oncorhynchus nerka,2,2,2,2,"TC1MARINER,TRNA","SINE,TIR","CLASSI,CLASSII",211,1707,959.0,1707,42.41664514946818,42.65402843601896,GCF_034236695.1,Oner_Uvic_2.0,44.0,2842582,refseq,animal,28675,23461
Meloidogyne incognita,2,2,2,2,"GYPSY,TC1MARINER","LTR,TIR","CLASSI,CLASSII",489,11145,5817.0,11145,39.810005862487515,46.421267893660534,GCA_036172945.1,ASM3617294v1,30.5,4501571,refseq,animal,4727,3867
Oncorhynchus mykiss,2,2,2,2,"SINE,TC1MARINER","SINE,TIR","CLASSI,CLASSII",489,1550,1019.5,1550,42.309914902038386,44.12903225806451,GCF_013265735.2,USDA_OmykA_1.1,43.5,15579713,refseq,animal,26974,22069
Agkistrodon contortrix,2,2,1,1,"CR1,RTE",LINE,CLASSI,1977,3282,2629.5,3282,42.81314643075441,43.99756246191347,N/A,N/A,,,failed,animal,10458,8556
Kryptolebias marmoratus,2,1,1,1,TC1MARINER,TIR,CLASSII,1225,1573,1399.0,1573,46.15005773447332,48.816326530612244,GCF_001649575.2,ASM164957v2,40.0,57646,refseq,animal,19656,16082
Manduca sexta,2,1,1,1,TRNA,SINE,CLASSI,267,333,300.0,333,50.72544454566926,55.80524344569289,GCF_014839805.1,JHU_Msex_v1.0,35.5,424948,refseq,animal,91666,75000
Vanessa tameamea,2,2,2,2,"CR1,TC1MARINER","LINE,TIR","CLASSI,CLASSII",2261,3364,2812.5,3364,43.17088841920146,51.93222354340071,GCF_037043105.1,ilVanTame1 primary haplotype,32.5,12813973,refseq,animal,9777,8000
Leptopilina heterotoma,2,2,1,1,"KOLOBOK,TC1MARINER",TIR,CLASSII,3948,4819,4383.5,4819,28.113475282427522,28.491388254824653,GCF_015476425.1,ASM1547642v1,27.0,2183205,refseq,animal,6273,5132
Triops cancriformis,2,1,1,1,LINE,LINE,CLASSI,1821,3583,2702.0,3583,45.534682893761385,47.027630477253695,GCA_020615345.1,EvoH_TcaCAE_1.0,41.0,48879,refseq,animal,10177,8327
Maccullochella peelii,2,1,1,1,TC1MARINER,TIR,CLASSII,1231,2191,1711.0,2191,45.61056029744309,47.35987002437043,GCA_052818645.1,ASM5281864v1,41.0,31207984,refseq,animal,16072,13150
Beryx splendens,2,1,1,1,LINE,LINE,CLASSI,4152,4779,4465.5,4779,45.637366694606825,46.89306358381503,GCA_900312565.1,ASM90031256v1,43.5,4286,refseq,animal,6158,5038
Paramormyrops kingsleyae,2,1,1,1,TC1MARINER,TIR,CLASSII,1225,1413,1319.0,1413,44.59219781330791,45.30612244897959,GCF_048594095.1,PKINGS_0.4,44.0,10969524,refseq,animal,20849,17058
Onychostoma macrolepis,2,1,1,1,LTR,LTR,CLASSI,162,181,171.5,181,63.21703840120047,64.08839779005525,GCF_012432095.1,ASM1243209v1,37.0,10809623,refseq,animal,160349,131195
Vipera ammodytes,2,2,1,1,"CR1,RTE",LINE,CLASSI,663,3283,1973.0,3283,49.108001409519034,54.90196078431373,GCA_047301725.1,DTU_Vamm_2.0,40.5,35951249,refseq,animal,13938,11403
Oncorhynchus keta,2,2,2,1,"GYPSY,TRNA","LTR,SINE",CLASSI,239,655,447.0,655,44.37541920853428,47.32824427480916,GCF_023373465.1,Oket_V2,44.0,2022835,refseq,animal,61521,50335
Amyelois transitella,2,1,1,1,TC1MARINER,TIR,CLASSII,1307,2005,1656.0,2005,39.36150442562301,42.46365723029839,GCF_032362555.1,ilAmyTran1.1,36.0,11369407,refseq,animal,16606,13586
Physeter catodon,2,1,1,1,TRNA,SINE,CLASSI,115,321,218.0,321,60.562102126506836,61.99376947040498,GCF_002837175.3,ASM283717v5,41.5,42877,refseq,animal,126146,103211
Cerceris rybyensis,2,1,1,1,KOLOBOK,TIR,CLASSII,4804,4963,4883.5,4963,31.49329392206743,32.782591174692726,GCA_910591515.1,iyCerRyby1.1,37.5,15223619,refseq,animal,5631,4607
Cecidostiba fungosa,2,1,1,1,LTR,LTR,CLASSI,663,720,691.5,720,53.375439919557564,53.69532428355958,GCA_900474305.1,Cfun,40.0,87218,refseq,animal,39768,32537
Idiosepius paradoxus,2,1,1,1,TRNA,SINE,CLASSI,253,423,338.0,423,47.66069576430353,54.60992907801418,N/A,N/A,,,failed,animal,81360,66568
Poecilia formosa,2,2,1,1,"PIFHARBINGER,TC1MARINER",TIR,CLASSII,591,1549,1070.0,1549,45.79970266281723,47.377326565143825,GCF_000485575.1,Poecilia_formosa-5.1.2,39.0,57472,refseq,animal,25700,21028
Ptychodera flava,2,1,1,1,MULE,TIR,CLASSII,3200,3373,3286.5,3373,39.35641491254077,39.875,GCF_041260155.1,AS_Pfla_20210202,37.5,6516602,refseq,animal,8367,6846
Drosophila tripunctata,2,1,1,1,TC1MARINER,TIR,CLASSII,491,501,496.0,501,44.65874767776057,44.806517311608964,GCA_035047385.1,ASM3504738v1,37.0,5007959,refseq,animal,55443,45362
Homalodisca vitripennis,2,1,1,1,TC1MARINER,TIR,CLASSII,1341,2538,1939.5,2538,39.9852444190585,41.90902311707681,GCF_021130785.1,UT_GWSS_2.1,33.0,168834166,refseq,animal,14178,11600
Drosophila mediopunctata,2,1,1,1,TC1MARINER,TIR,CLASSII,317,492,404.5,492,45.042125105793644,49.390243902439025,N/A,N/A,,,failed,animal,67985,55624
Drosophila busckii,2,1,1,1,TC1MARINER,TIR,CLASSII,492,504,498.0,504,47.91182733255904,49.59349593495935,GCF_011750605.1,ASM1175060v1,39.0,1002992,refseq,animal,55220,45180
Gehyra variegata,2,1,1,1,RTE,LINE,CLASSI,1449,3623,2536.0,3623,36.81536201787255,45.404361026773394,N/A,N/A,,,failed,animal,10843,8872
Drosophila miranda,2,2,2,1,"BELPAO,CR1","LINE,LTR",CLASSI,3452,4174,3813.0,4174,45.10797959669776,48.14600231749711,GCF_003369915.1,D.miranda_PacBio2.1,45.0,11978448,refseq,animal,7212,5900
Scyliorhinus torazame,2,1,1,1,CR1,LINE,CLASSI,1384,1581,1482.5,1581,45.95076376625608,46.74256799493991,GCF_047496885.1,sScyTor2.1,49.5,3187150,refseq,animal,18549,15177
Calonectria pseudonaviculata,2,1,1,1,GYPSY,LTR,CLASSI,7241,7245,7243.0,7245,21.393362446363774,22.455461952768953,GCA_004380915.1,ASM438091v1,46.5,62248,refseq,hongo,3796,3106
Colletotrichum acutatum,2,2,2,1,"GYPSY,PLE","LTR,PLE",CLASSI,2183,7768,4975.5,7768,50.23932121302471,51.12230874942739,GCF_030867785.1,Colac2,52.0,299511,refseq,hongo,5527,4522
Ogataea angusta,2,1,1,1,COPIA,LTR,CLASSI,4883,4883,4883.0,4883,38.89002662297768,38.89002662297768,GCF_019207475.1,ASM1920747v1,49.5,850226,refseq,hongo,5631,4607
Phycomyces blakesleeanus,2,2,1,1,"CACTA,PIFHARBINGER",TIR,CLASSII,3125,4894,4009.5,4894,38.4794736411933,39.0069472823866,GCF_001638985.1,Phybl2,36.0,370394,refseq,hongo,6858,5611
Trametes cinnabarina,2,1,1,1,ACADEM-1,TIR,CLASSII,5976,6253,6114.5,6253,53.35565300810899,53.76619222773069,GCA_000765035.1,BN946,55.5,24093,refseq,hongo,4497,3679
Mayetiola destructor,2,2,2,2,"LINE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1292,3550,2421.0,3550,40.72881873283042,41.795665634674926,GCA_000149185.1,Mdes_1.0,33.0,14032,refseq,animal,11358,9293
Chilo suppressalis,2,2,1,1,"SINE,TRNA",SINE,CLASSI,287,294,290.5,294,48.80537580886012,55.10204081632652,GCA_902850365.2,PGI_CHILSU_V6,37.0,20158388,refseq,animal,94664,77452
Sarcophilus harrisii,2,1,1,1,ERV,LTR,CLASSI,369,6689,3529.0,6689,46.71427952132713,49.86449864498645,GCF_902635505.1,mSarHar1.11,36.0,62339597,refseq,animal,7792,6375
Nasonia longicornis,2,2,1,1,"LINE,R1",LINE,CLASSI,851,1550,1200.5,1550,49.76551305864069,53.46650998824912,GCA_000004795.1,Nlon_1.0,42.5,1876,refseq,animal,22907,18742
Lobosporangium transversale,2,2,1,1,"ACADEM-1,TC1MARINER",TIR,CLASSII,5581,6983,6282.0,6983,43.070052919621546,43.16430747177925,GCF_002105155.1,Lobtra1,41.5,672590,refseq,hongo,4377,3581
Fusarium culmorum,2,1,1,1,GYPSY,LTR,CLASSI,7481,7593,7537.0,7593,30.526518622628398,31.80561043065982,GCA_016952355.1,ASM1695235v1,47.5,9630554,refseq,hongo,3648,2985
Trichoderma longibrachiatum,2,1,1,1,GYPSY,LTR,CLASSI,7661,7725,7693.0,7725,36.60654455868394,38.61114736979507,GCA_026259275.1,ASM2625927v1,53.0,4957914,refseq,hongo,3574,2924
Puccinia arachidis,1,1,1,1,LTR,LTR,CLASSI,626,626,626.0,626,39.77635782747604,39.77635782747604,GCA_001013415.1,ASM101341v1,52.5,743,best_n50,hongo,87859,71884
Hippodamia convergens,1,1,1,1,LINE,LINE,CLASSI,1565,1565,1565.0,1565,56.86900958466453,56.86900958466453,GCA_038502775.1,Hcon_USA_1,35.0,621899,refseq,animal,35143,28753
Meloidogyne javanica,1,1,1,1,TC1MARINER,TIR,CLASSII,432,432,432.0,432,45.370370370370374,45.370370370370374,GCA_036172935.1,ASM3617293v1,30.5,2680083,refseq,animal,127314,104166
Timema monikensis,1,1,1,1,TC1MARINER,TIR,CLASSII,2222,2222,2222.0,2222,36.67866786678668,36.67866786678668,N/A,N/A,,,failed,animal,24752,20252
Neogale vison,1,1,1,1,TRNA,SINE,CLASSI,195,195,195.0,195,53.333333333333336,53.333333333333336,GCF_020171115.1,ASM_NN_V1,42.5,220349319,refseq,animal,282051,230769
